ADDRESS,POSTCODE,CURRENT_ENERGY_RATING,LODGEMENT_DATE,PROPERTY_TYPE,TOTAL_FLOOR_AREA,LOCAL_AUTHORITY_LABEL,full_address,LAT,LON
"15, Devona Avenue",FY4 4NU,E,2019-07-03,House,72.0,Blackpool,"15, Devona Avenue, FY4 4NU, Blackpool, UK",53.8017376,-3.0092188
27 Washington Court,FY2 0XJ,E,2021-11-08,Flat,47.0,Blackpool,"27 Washington Court, FY2 0XJ, Blackpool, UK",53.8420966,-3.0285841
"Flat 1, 9 Station Terrace",FY4 1HT,E,2019-05-11,Flat,37.0,Blackpool,"Flat 1, 9 Station Terrace, FY4 1HT, Blackpool, UK",53.795758,-3.0501633
"Flat 2, 53 King Street",FY1 3EJ,F,2015-12-01,Flat,39.0,Blackpool,"Flat 2, 53 King Street, FY1 3EJ, Blackpool, UK",53.8185059,-3.0486527
"Flat 6, 8, Horncliffe Road",FY4 1LN,E,2019-01-04,Flat,23.0,Blackpool,"Flat 6, 8, Horncliffe Road, FY4 1LN, Blackpool, UK",53.7871355,-3.0488857
90 Chislehurst Avenue,FY4 3AS,E,2021-10-08,House,51.0,Blackpool,"90 Chislehurst Avenue, FY4 3AS, Blackpool, UK",53.7990398,-3.0357751
"25, Granville Road",FY1 3NP,F,2016-05-08,House,144.0,Blackpool,"25, Granville Road, FY1 3NP, Blackpool, UK",53.8202866,-3.0390108
"58, Levens Grove",FY1 5PP,E,2015-11-09,House,86.0,Blackpool,"58, Levens Grove, FY1 5PP, Blackpool, UK",53.8080377,-3.0402588
"Flat 1, 61 Lytham Road",FY1 6DU,E,2019-03-04,Flat,15.0,Blackpool,"Flat 1, 61 Lytham Road, FY1 6DU, Blackpool, UK",53.80568230000001,-3.0536323
"Flat 38, 10 Derby Road",FY1 2JF,E,2020-04-02,Flat,19.0,Blackpool,"Flat 38, 10 Derby Road, FY1 2JF, Blackpool, UK",53.828656,-3.0543645
"149, Kingscote Drive",FY3 8EE,E,2015-11-12,House,96.0,Blackpool,"149, Kingscote Drive, FY3 8EE, Blackpool, UK",53.8253943,-3.0291812
1 Washington Court,FY2 0XJ,E,2021-10-09,Flat,47.0,Blackpool,"1 Washington Court, FY2 0XJ, Blackpool, UK",53.8425127,-3.0291414
"94, Bispham Road",FY2 0NN,G,2016-07-03,Bungalow,146.0,Blackpool,"94, Bispham Road, FY2 0NN, Blackpool, UK",53.8399356,-3.0309299
"10, Wheatlands Crescent",FY3 9UD,F,2020-04-03,Bungalow,69.0,Blackpool,"10, Wheatlands Crescent, FY3 9UD, Blackpool, UK",53.8039978,-2.9992483
"Flat 3, 73, Park Road",FY1 4JQ,E,2019-06-06,Flat,26.0,Blackpool,"Flat 3, 73, Park Road, FY1 4JQ, Blackpool, UK",53.8155758,-3.0451287
"9, Beverley Grove",FY4 2BG,E,2018-12-03,House,91.0,Blackpool,"9, Beverley Grove, FY4 2BG, Blackpool, UK",53.7922524,-3.042128
"Flat 4, 15 Clare Street",FY1 6HR,E,2016-11-11,Flat,42.0,Blackpool,"Flat 4, 15 Clare Street, FY1 6HR, Blackpool, UK",53.8018874,-3.0500811
"213, St. Walburgas Road",FY3 7EE,F,2016-08-08,House,97.0,Blackpool,"213, St. Walburgas Road, FY3 7EE, Blackpool, UK",53.8244969,-3.0196463
"Flat 5, 13 Westminster Road",FY1 2QE,E,2019-01-05,Flat,44.0,Blackpool,"Flat 5, 13 Westminster Road, FY1 2QE, Blackpool, UK",53.8296478,-3.0490776
"Flat 3, 43 Keswick Road",FY1 5PB,E,2019-06-02,Flat,31.0,Blackpool,"Flat 3, 43 Keswick Road, FY1 5PB, Blackpool, UK",53.8096666,-3.0428467
"84, Keswick Road",FY1 5PA,E,2017-02-12,House,105.0,Blackpool,"84, Keswick Road, FY1 5PA, Blackpool, UK",53.8105108,-3.0419719
"Flat 4, 6 Charles Street",FY1 3HD,G,2016-06-01,Flat,40.0,Blackpool,"Flat 4, 6 Charles Street, FY1 3HD, Blackpool, UK",53.819729,-3.0476459
"4, Clyde Street",FY1 2HT,E,2015-10-12,House,76.0,Blackpool,"4, Clyde Street, FY1 2HT, Blackpool, UK",53.8256022,-3.0529522
"Flat 1, 36 Queens Street",FY1 2AY,F,2020-04-09,Flat,36.0,Blackpool,"Flat 1, 36 Queens Street, FY1 2AY, Blackpool, UK",53.8209598,-3.0513348
"34, Gladstone Street",FY4 2AL,E,2020-01-02,House,91.0,Blackpool,"34, Gladstone Street, FY4 2AL, Blackpool, UK",53.7985411,-3.0446508
"Flat 4, 36 Chesterfield Road",FY1 2PP,F,2018-02-08,Flat,32.0,Blackpool,"Flat 4, 36 Chesterfield Road, FY1 2PP, Blackpool, UK",53.8282009,-3.0501615
"101, Warbreck Drive",FY2 9RY,G,2016-07-03,House,194.0,Blackpool,"101, Warbreck Drive, FY2 9RY, Blackpool, UK",53.8379936,-3.0502614
"Flat 1, 41 St Chads Road",FY1 6BP,E,2021-08-07,Flat,28.0,Blackpool,"Flat 1, 41 St Chads Road, FY1 6BP, Blackpool, UK",53.8026924,-3.0527848
"19, Crofton Avenue",FY2 0BB,E,2019-05-01,House,66.0,Blackpool,"19, Crofton Avenue, FY2 0BB, Blackpool, UK",53.8529908,-3.0386132
"Second Floor Flat, 121-123 Central Drive",FY1 5EE,G,2015-09-09,Flat,53.0,Blackpool,"Second Floor Flat, 121-123 Central Drive, FY1 5EE, Blackpool, UK",53.8107871,-3.0482076
"181, School Road",FY4 5EL,F,2020-07-07,House,97.0,Blackpool,"181, School Road, FY4 5EL, Blackpool, UK",53.7799811,-3.0084216
"FLAT 3, 56 WITHNELL ROAD",FY4 1HE,F,2021-06-07,Flat,37.0,Blackpool,"FLAT 3, 56 WITHNELL ROAD, FY4 1HE, Blackpool, UK",53.7952295,-3.0524952
"78, Withnell Road",FY4 1HE,E,2020-11-05,Flat,25.0,Blackpool,"78, Withnell Road, FY4 1HE, Blackpool, UK",53.795392,-3.0512868
"Flat 2, Cairn Court",FY4 2RE,E,2021-09-09,Flat,46.0,Blackpool,"Flat 2, Cairn Court, FY4 2RE, Blackpool, UK",53.7794594,-3.0414582
"44, Grasmere Road",FY1 5HT,E,2019-04-08,House,128.0,Blackpool,"44, Grasmere Road, FY1 5HT, Blackpool, UK",53.80859299999999,-3.0438517
"2, St. Anthonys Place",FY1 3RG,E,2015-09-06,House,56.0,Blackpool,"2, St. Anthonys Place, FY1 3RG, Blackpool, UK",53.82498039999999,-3.0443517
"11, Cypress Grove",FY3 8RR,E,2015-10-09,House,86.0,Blackpool,"11, Cypress Grove, FY3 8RR, Blackpool, UK",53.82543,-3.0361633
"44, Shaftesbury Avenue",FY2 9TL,E,2016-08-11,House,145.0,Blackpool,"44, Shaftesbury Avenue, FY2 9TL, Blackpool, UK",53.8387294,-3.0511632
"Flat 17, 10-16",FY1 2JF,E,2022-01-10,Flat,23.0,Blackpool,"Flat 17, 10-16, FY1 2JF, Blackpool, UK",53.82855679999999,-3.0542722
"10, Lang Street",FY1 2EJ,E,2016-05-03,House,56.0,Blackpool,"10, Lang Street, FY1 2EJ, Blackpool, UK",53.8242507,-3.0486176
"Flat 3, 40 Grasmere Road",FY1 5HT,E,2017-12-07,Flat,26.0,Blackpool,"Flat 3, 40 Grasmere Road, FY1 5HT, Blackpool, UK",53.8086508,-3.044141
"75, Alexandra Road",FY1 6HW,E,2016-04-04,House,220.0,Blackpool,"75, Alexandra Road, FY1 6HW, Blackpool, UK",53.8013881,-3.050114
"15, Ord Avenue",FY4 4DW,E,2019-07-01,House,119.0,Blackpool,"15, Ord Avenue, FY4 4DW, Blackpool, UK",53.8025124,-3.0246936
"15, Grosvenor Street",FY1 3DX,E,2015-09-07,House,92.0,Blackpool,"15, Grosvenor Street, FY1 3DX, Blackpool, UK",53.8190428,-3.0451976
"17, Winton Avenue",FY4 4HZ,E,2015-11-03,House,72.0,Blackpool,"17, Winton Avenue, FY4 4HZ, Blackpool, UK",53.8028255,-3.016393
"392, Garstang Road West",FY3 7JH,E,2015-12-04,House,84.0,Blackpool,"392, Garstang Road West, FY3 7JH, Blackpool, UK",53.83567799999999,-3.0158368
"270, Lytham Road",FY1 6EX,E,2019-04-11,Flat,69.0,Blackpool,"270, Lytham Road, FY1 6EX, Blackpool, UK",53.8003894,-3.0506678
"4, York Street",FY1 5AQ,E,2016-09-12,Flat,112.0,Blackpool,"4, York Street, FY1 5AQ, Blackpool, UK",53.8107358,-3.0544335
"FLAT 5, CAIRN COURT",FY4 2RE,E,2021-08-08,Flat,47.0,Blackpool,"FLAT 5, CAIRN COURT, FY4 2RE, Blackpool, UK",53.7794594,-3.0414582
"Flat 3, 36 Chesterfield Road",FY1 2PP,E,2018-02-08,Flat,16.0,Blackpool,"Flat 3, 36 Chesterfield Road, FY1 2PP, Blackpool, UK",53.8282009,-3.0501615
"42, Eccleston Road",FY1 6NH,E,2015-10-10,House,96.0,Blackpool,"42, Eccleston Road, FY1 6NH, Blackpool, UK",53.8011979,-3.0373092
"4, Hill Street",FY4 1DG,E,2016-04-04,House,121.0,Blackpool,"4, Hill Street, FY4 1DG, Blackpool, UK",53.79840670000001,-3.0514843
"49, Haig Road",FY1 6BZ,E,2016-03-02,House,114.0,Blackpool,"49, Haig Road, FY1 6BZ, Blackpool, UK",53.8005242,-3.0521569
173 Reads Avenue,FY1 4HZ,G,2017-06-01,House,151.0,Blackpool,"173 Reads Avenue, FY1 4HZ, Blackpool, UK",53.8155296,-3.0389426
"Flat 3, 6, Woodfield Road",FY1 6AX,E,2019-04-09,Maisonette,123.0,Blackpool,"Flat 3, 6, Woodfield Road, FY1 6AX, Blackpool, UK",53.8035881,-3.0542392
"FIRST FLOOR FLAT (3B), 3 BRIGHTON AVENUE",FY4 1HL,E,2021-06-07,Flat,69.0,Blackpool,"FIRST FLOOR FLAT (3B), 3 BRIGHTON AVENUE, FY4 1HL, Blackpool, UK",53.7941599,-3.0516673
"232, Palatine Road",FY1 4DU,E,2015-11-09,House,96.0,Blackpool,"232, Palatine Road, FY1 4DU, Blackpool, UK",53.8151361,-3.0379685
"Flat 9, 33, Raikes Parade",FY1 4EY,E,2018-01-06,Flat,24.0,Blackpool,"Flat 9, 33, Raikes Parade, FY1 4EY, Blackpool, UK",53.8160685,-3.0435417
"Flat 2, 47 Victory Road",FY1 3JT,E,2019-08-07,Flat,50.0,Blackpool,"Flat 2, 47 Victory Road, FY1 3JT, Blackpool, UK",53.8228966,-3.0436447
"22, Prestbury Avenue",FY4 1PT,E,2015-10-07,House,117.0,Blackpool,"22, Prestbury Avenue, FY4 1PT, Blackpool, UK",53.7832587,-3.047776
"Flat 1, 116, Palatine Road",FY1 4DS,G,2015-12-02,Flat,45.0,Blackpool,"Flat 1, 116, Palatine Road, FY1 4DS, Blackpool, UK",53.8139852,-3.0426505
"Flat 1, 97-99 Lord Street",FY1 2DJ,E,2019-02-12,Flat,75.0,Blackpool,"Flat 1, 97-99 Lord Street, FY1 2DJ, Blackpool, UK",53.8248431,-3.0533823
4 FOURTH AVENUE,FY4 2ET,F,2021-08-07,House,256.0,Blackpool,"4 FOURTH AVENUE, FY4 2ET, Blackpool, UK",53.7904816,-3.0427239
"47, Bedford Road",FY1 2QS,E,2015-10-06,House,62.0,Blackpool,"47, Bedford Road, FY1 2QS, Blackpool, UK",53.8298099,-3.0439418
275a Devonshire Road,FY2 0TN,F,2019-11-03,Flat,40.0,Blackpool,"275a Devonshire Road, FY2 0TN, Blackpool, UK",53.8325113,-3.040853
"153, Warbreck Drive",FY2 9RA,E,2018-03-08,House,113.0,Blackpool,"153, Warbreck Drive, FY2 9RA, Blackpool, UK",53.84027709999999,-3.0500965
32 Washington Court,FY2 0XJ,E,2021-11-08,Flat,48.0,Blackpool,"32 Washington Court, FY2 0XJ, Blackpool, UK",53.8420996,-3.0285816
"374, Garstang Road West",FY3 7JH,E,2016-09-01,House,80.0,Blackpool,"374, Garstang Road West, FY3 7JH, Blackpool, UK",53.8375013,-3.0106313
"First Floor Flat, 8 Worcester Road",FY3 9RQ,E,2018-02-10,Flat,40.0,Blackpool,"First Floor Flat, 8 Worcester Road, FY3 9RQ, Blackpool, UK",53.8093447,-3.0199565
"Flat 6, 56 St. Chads Road",FY1 6BP,E,2020-12-03,Flat,34.0,Blackpool,"Flat 6, 56 St. Chads Road, FY1 6BP, Blackpool, UK",53.8030844,-3.0522426
"44, Newcastle Avenue",FY3 9DH,E,2016-02-02,House,73.0,Blackpool,"44, Newcastle Avenue, FY3 9DH, Blackpool, UK",53.81584300000001,-3.0341071
"Flat 4, 1a Lune Grove",FY1 5PL,E,2015-12-10,Flat,99.0,Blackpool,"Flat 4, 1a Lune Grove, FY1 5PL, Blackpool, UK",53.8079867,-3.0423239
"Flat 1, 73, Warbreck Drive",FY2 9RZ,E,2019-10-01,Flat,41.0,Blackpool,"Flat 1, 73, Warbreck Drive, FY2 9RZ, Blackpool, UK",53.8370921,-3.0502436
"First Floor Flat, 3 Grantham Road",FY1 2RF,F,2016-07-11,Flat,53.0,Blackpool,"First Floor Flat, 3 Grantham Road, FY1 2RF, Blackpool, UK",53.8278441,-3.0459256
"15, Orchard Avenue",FY4 2NX,E,2015-10-03,House,96.0,Blackpool,"15, Orchard Avenue, FY4 2NX, Blackpool, UK",53.7850355,-3.0448998
"4, St. Clements Avenue",FY3 8LT,E,2019-02-05,House,184.0,Blackpool,"4, St. Clements Avenue, FY3 8LT, Blackpool, UK",53.8197165,-3.0283687
"2 Britannia Court, Shaw Road",FY1 6HD,F,2015-11-02,Flat,49.0,Blackpool,"2 Britannia Court, Shaw Road, FY1 6HD, Blackpool, UK",53.8000329,-3.0550923
"54, Poulton Old Road",FY3 7LB,E,2016-05-01,House,62.0,Blackpool,"54, Poulton Old Road, FY3 7LB, Blackpool, UK",53.8352363,-3.021289
"379, Warley Road",FY2 0ST,F,2020-01-09,House,72.0,Blackpool,"379, Warley Road, FY2 0ST, Blackpool, UK",53.83538,-3.0325256
"Flat 1, 26 Braithwaite Street",FY1 2HS,E,2016-11-08,Flat,53.0,Blackpool,"Flat 1, 26 Braithwaite Street, FY1 2HS, Blackpool, UK",53.8253879,-3.0530184
"Flat 1, 70 Warley Road",FY1 2LN,E,2019-06-03,Flat,30.0,Blackpool,"Flat 1, 70 Warley Road, FY1 2LN, Blackpool, UK",53.8308759,-3.0503638
"Flat 1, 28 Shaftesbury Avenue",FY2 9QH,E,2018-07-03,Flat,34.0,Blackpool,"Flat 1, 28 Shaftesbury Avenue, FY2 9QH, Blackpool, UK",53.8387632,-3.0513101
"45, Poulton Road",FY3 7DS,E,2018-04-02,House,135.0,Blackpool,"45, Poulton Road, FY3 7DS, Blackpool, UK",53.8334874,-3.027445
"1, Ivy Avenue",FY4 3QF,E,2016-09-08,House,100.0,Blackpool,"1, Ivy Avenue, FY4 3QF, Blackpool, UK",53.7833576,-3.0343742
12 Washington Court,FY2 0XJ,E,2021-09-09,Flat,48.0,Blackpool,"12 Washington Court, FY2 0XJ, Blackpool, UK",53.8425439,-3.0290774
"14, Marcroft Avenue",FY4 3JL,E,2016-03-03,House,111.0,Blackpool,"14, Marcroft Avenue, FY4 3JL, Blackpool, UK",53.79081009999999,-3.0333299
"18, Egerton Road",FY1 2NW,F,2016-02-02,House,165.0,Blackpool,"18, Egerton Road, FY1 2NW, Blackpool, UK",53.8287256,-3.0522096
202a Dickson Road,FY1 2JS,G,2016-09-03,Flat,122.0,Blackpool,"202a Dickson Road, FY1 2JS, Blackpool, UK",53.8312949,-3.0535537
"19, St. Albans Road",FY1 4EG,E,2016-03-03,House,142.0,Blackpool,"19, St. Albans Road, FY1 4EG, Blackpool, UK",53.8132818,-3.0371818
101 SCORTON AVENUE,FY3 7HD,E,2021-07-07,Flat,48.0,Blackpool,"101 SCORTON AVENUE, FY3 7HD, Blackpool, UK",53.826754,-3.0242297
"35, Chepstow Road",FY3 7PJ,F,2016-07-03,House,76.0,Blackpool,"35, Chepstow Road, FY3 7PJ, Blackpool, UK",53.8318856,-3.02227
"10, Yew Tree Road",FY3 7TZ,E,2018-03-10,Flat,45.0,Blackpool,"10, Yew Tree Road, FY3 7TZ, Blackpool, UK",53.8357058,-3.013308700000001
"2b, Cumberland Avenue",FY1 5QL,E,2016-05-05,Bungalow,102.0,Blackpool,"2b, Cumberland Avenue, FY1 5QL, Blackpool, UK",53.8114582,-3.0369633
"148, Cornwall Avenue",FY2 9QR,E,2016-03-02,House,153.0,Blackpool,"148, Cornwall Avenue, FY2 9QR, Blackpool, UK",53.8411071,-3.0490622
"Flat 4, Second Floor, 41 Dickson Road",FY1 2AT,F,2016-02-04,Flat,34.0,Blackpool,"Flat 4, Second Floor, 41 Dickson Road, FY1 2AT, Blackpool, UK",53.8220883,-3.0523673
"17a, Cookson Street",FY1 3ED,E,2018-02-11,Flat,37.0,Blackpool,"17a, Cookson Street, FY1 3ED, Blackpool, UK",53.81913549999999,-3.047744
"Flat 2  53, Warley Road",FY1 2JU,E,2021-05-08,Flat,45.0,Blackpool,"Flat 2  53, Warley Road, FY1 2JU, Blackpool, UK",53.83056209999999,-3.0521642
"61, Grasmere Road",FY1 5HP,E,2017-09-08,House,148.0,Blackpool,"61, Grasmere Road, FY1 5HP, Blackpool, UK",53.8068693,-3.0415847
"20, Thames Road",FY4 1ED,E,2016-01-08,House,88.0,Blackpool,"20, Thames Road, FY4 1ED, Blackpool, UK",53.7930607,-3.0506066
111 SCORTON AVENUE,FY3 7HD,E,2021-07-07,Flat,48.0,Blackpool,"111 SCORTON AVENUE, FY3 7HD, Blackpool, UK",53.826754,-3.0242297
"First Floor Flat, 13 King Street",FY1 3EJ,E,2018-05-04,Flat,89.0,Blackpool,"First Floor Flat, 13 King Street, FY1 3EJ, Blackpool, UK",53.81942009999999,-3.0488739
"18, Braemar Walk",FY2 0EJ,E,2015-10-04,Flat,47.0,Blackpool,"18, Braemar Walk, FY2 0EJ, Blackpool, UK",53.8569444,-3.0271025
"49, Bryan Road",FY3 9BG,E,2018-04-07,House,177.0,Blackpool,"49, Bryan Road, FY3 9BG, Blackpool, UK",53.8182716,-3.0337121
"10, Longridge Avenue",FY4 3QN,E,2016-09-03,House,84.0,Blackpool,"10, Longridge Avenue, FY4 3QN, Blackpool, UK",53.78247649999999,-3.0307922
"Flat 8, 1a Lune Grove",FY1 5PL,E,2015-12-10,Flat,109.0,Blackpool,"Flat 8, 1a Lune Grove, FY1 5PL, Blackpool, UK",53.8079867,-3.0423239
"Flat A, 22 Elizabeth Street",FY1 3JD,E,2019-11-04,Flat,52.0,Blackpool,"Flat A, 22 Elizabeth Street, FY1 3JD, Blackpool, UK",53.8227097,-3.0459958
"First Floor Flat, 6 Jesmond Avenue",FY4 1EJ,E,2019-01-08,Flat,63.0,Blackpool,"First Floor Flat, 6 Jesmond Avenue, FY4 1EJ, Blackpool, UK",53.7908937,-3.0504505
26 Washington Court,FY2 0XJ,E,2021-11-08,Flat,47.0,Blackpool,"26 Washington Court, FY2 0XJ, Blackpool, UK",53.8420966,-3.0285841
"Flat 2, First Floor, 41 Dickson Road",FY1 2AT,E,2016-09-03,Flat,34.0,Blackpool,"Flat 2, First Floor, 41 Dickson Road, FY1 2AT, Blackpool, UK",53.8220883,-3.0523673
"27, Northfield Avenue",FY1 2ND,E,2020-07-02,House,169.0,Blackpool,"27, Northfield Avenue, FY1 2ND, Blackpool, UK",53.8311506,-3.0508607
"9, Platt Street",FY1 3BH,E,2015-09-07,House,63.0,Blackpool,"9, Platt Street, FY1 3BH, Blackpool, UK",53.821967,-3.0462423
"8, Hill Street",FY4 1DG,E,2016-12-09,House,83.0,Blackpool,"8, Hill Street, FY4 1DG, Blackpool, UK",53.7985104,-3.0511161
"17, Buchanan Street",FY1 3LS,E,2015-11-09,House,99.0,Blackpool,"17, Buchanan Street, FY1 3LS, Blackpool, UK",53.81916829999999,-3.0432252
"22, Egerton Road",FY1 2NW,F,2017-09-02,Flat,40.0,Blackpool,"22, Egerton Road, FY1 2NW, Blackpool, UK",53.8286289,-3.0521707
"Flat 3, 78 Osborne Road",FY4 1HQ,E,2019-06-11,Flat,24.0,Blackpool,"Flat 3, 78 Osborne Road, FY4 1HQ, Blackpool, UK",53.7947706,-3.0508462
30 Kimberley Avenue,FY4 2LS,G,2021-07-10,House,132.0,Blackpool,"30 Kimberley Avenue, FY4 2LS, Blackpool, UK",53.7840171,-3.0377003
"16, Madison Avenue",FY2 9HE,E,2017-03-07,House,118.0,Blackpool,"16, Madison Avenue, FY2 9HE, Blackpool, UK",53.8521604,-3.0501315
"12, Jameson Street",FY1 4AJ,E,2016-11-08,House,76.0,Blackpool,"12, Jameson Street, FY1 4AJ, Blackpool, UK",53.8108991,-3.0433597
"65, Claremont Road",FY1 2QH,E,2016-02-02,House,103.0,Blackpool,"65, Claremont Road, FY1 2QH, Blackpool, UK",53.8298354,-3.0454473
"53a, Ellesmere Road",FY4 3DJ,E,2015-11-02,House,63.0,Blackpool,"53a, Ellesmere Road, FY4 3DJ, Blackpool, UK",53.7982251,-3.031975
"45, Ramsey Avenue",FY3 7AG,E,2015-11-05,House,77.0,Blackpool,"45, Ramsey Avenue, FY3 7AG, Blackpool, UK",53.8281748,-3.036172
"Flat 4, 2 Stansfield Street",FY1 6JB,E,2021-01-11,Flat,49.0,Blackpool,"Flat 4, 2 Stansfield Street, FY1 6JB, Blackpool, UK",53.80068989999999,-3.0454619
"286a, Devonshire Road",FY2 0TN,F,2015-10-03,Flat,92.0,Blackpool,"286a, Devonshire Road, FY2 0TN, Blackpool, UK",53.8322527,-3.0410821
"273, Church Street",FY1 3PB,F,2016-04-10,Flat,76.0,Blackpool,"273, Church Street, FY1 3PB, Blackpool, UK",53.8184716,-3.0406741
"Flat 10, 6, Woodfield Road",FY1 6AX,E,2019-04-09,Flat,19.0,Blackpool,"Flat 10, 6, Woodfield Road, FY1 6AX, Blackpool, UK",53.8035881,-3.0542392
"14, Bennett Avenue",FY1 4DP,E,2018-04-12,House,109.0,Blackpool,"14, Bennett Avenue, FY1 4DP, Blackpool, UK",53.8131412,-3.0420482
"194-196, Dickson Road",FY1 2JS,G,2015-12-01,Maisonette,144.0,Blackpool,"194-196, Dickson Road, FY1 2JS, Blackpool, UK",53.8312573,-3.0534148
"1, Byron Street",FY4 1DD,F,2015-11-03,House,71.0,Blackpool,"1, Byron Street, FY4 1DD, Blackpool, UK",53.7975595,-3.0515287
"30, Bute Avenue",FY1 2HR,E,2017-02-11,Flat,56.0,Blackpool,"30, Bute Avenue, FY1 2HR, Blackpool, UK",53.8263654,-3.0529215
"9, Melville Road",FY2 9JF,E,2017-01-02,House,84.0,Blackpool,"9, Melville Road, FY2 9JF, Blackpool, UK",53.8507731,-3.0478921
"First Floor Flat, 1 Poplar Avenue",FY3 9BH,E,2021-06-11,Flat,54.0,Blackpool,"First Floor Flat, 1 Poplar Avenue, FY3 9BH, Blackpool, UK",53.8174523,-3.0343032
"Flat, 16 St. Annes Road",FY4 2AN,E,2020-12-05,Maisonette,71.0,Blackpool,"Flat, 16 St. Annes Road, FY4 2AN, Blackpool, UK",53.7991576,-3.042844
"Flat 5, Argosy Court, Argosy Avenue",FY3 7NF,E,2021-02-12,Flat,48.0,Blackpool,"Flat 5, Argosy Court, Argosy Avenue, FY3 7NF, Blackpool, UK",53.8321127,-3.017376
"Flat 2, 133 Bond Street",FY4 1HG,E,2019-12-08,Maisonette,38.0,Blackpool,"Flat 2, 133 Bond Street, FY4 1HG, Blackpool, UK",53.7946815,-3.0537615
"17 Kipling Court, Kipling Drive",FY3 9XA,F,2021-11-11,Flat,48.0,Blackpool,"17 Kipling Court, Kipling Drive, FY3 9XA, Blackpool, UK",53.8054455,-3.0055718
68 Grizedale Road,FY4 4TL,E,2021-04-11,Flat,48.0,Blackpool,"68 Grizedale Road, FY4 4TL, Blackpool, UK",53.8016647,-2.9949619
"30, Lunedale Avenue",FY1 6LL,E,2015-11-12,House,78.0,Blackpool,"30, Lunedale Avenue, FY1 6LL, Blackpool, UK",53.8006636,-3.0422059
"14, Seafield Road",FY1 2LS,E,2018-01-04,Flat,40.0,Blackpool,"14, Seafield Road, FY1 2LS, Blackpool, UK",53.8320427,-3.0504428
"Flat 5, 235, Whitegate Drive",FY3 9HN,E,2019-09-04,Flat,52.0,Blackpool,"Flat 5, 235, Whitegate Drive, FY3 9HN, Blackpool, UK",53.8086875,-3.0321844
"Flat 2, 30 Braithwaite Street",FY1 2HS,E,2020-11-01,Flat,33.0,Blackpool,"Flat 2, 30 Braithwaite Street, FY1 2HS, Blackpool, UK",53.8251786,-3.0529829
"28, Ayrton Avenue",FY4 2BW,E,2016-02-03,Bungalow,70.0,Blackpool,"28, Ayrton Avenue, FY4 2BW, Blackpool, UK",53.7916144,-3.0372144
"25, Repton Avenue",FY1 2RZ,E,2016-05-01,House,93.0,Blackpool,"25, Repton Avenue, FY1 2RZ, Blackpool, UK",53.8332641,-3.043464
"7, Windermere Road",FY4 2BX,F,2018-01-10,House,141.0,Blackpool,"7, Windermere Road, FY4 2BX, Blackpool, UK",53.7938316,-3.046501
"Flat 5, 37 Lytham Road",FY1 6DU,F,2017-05-09,Flat,43.0,Blackpool,"Flat 5, 37 Lytham Road, FY1 6DU, Blackpool, UK",53.8059389,-3.053934
40a Raikes Parade,FY1 4EX,F,2021-07-12,House,78.0,Blackpool,"40a Raikes Parade, FY1 4EX, Blackpool, UK",53.8165269,-3.0442925
"97, Edgeway Road",FY4 3NH,E,2017-11-04,House,76.0,Blackpool,"97, Edgeway Road, FY4 3NH, Blackpool, UK",53.7856311,-3.026753
"92, Bloomfield Road",FY1 6JL,E,2019-05-09,Maisonette,113.0,Blackpool,"92, Bloomfield Road, FY1 6JL, Blackpool, UK",53.8041967,-3.0454001
40 Washington Court,FY2 0XJ,F,2021-01-10,Flat,47.0,Blackpool,"40 Washington Court, FY2 0XJ, Blackpool, UK",53.8423615,-3.0285535
"Flat 3, 504 Lytham Road",FY4 1JH,F,2020-10-03,Flat,21.0,Blackpool,"Flat 3, 504 Lytham Road, FY4 1JH, Blackpool, UK",53.7881206,-3.0475492
"287, Warbreck Hill Road",FY2 0SZ,E,2020-03-04,House,146.0,Blackpool,"287, Warbreck Hill Road, FY2 0SZ, Blackpool, UK",53.8368261,-3.0322148
"Flat 8, 70 Station Road",FY4 1EU,F,2017-05-01,Flat,44.0,Blackpool,"Flat 8, 70 Station Road, FY4 1EU, Blackpool, UK",53.7961908,-3.0512557
"6, Rydal Avenue",FY1 4AR,E,2015-10-02,House,97.0,Blackpool,"6, Rydal Avenue, FY1 4AR, Blackpool, UK",53.8098743,-3.0454721
28 Wellington Road,FY1 6AR,F,2021-10-12,House,122.0,Blackpool,"28 Wellington Road, FY1 6AR, Blackpool, UK",53.8042257,-3.0526966
"Flat 9, Argosy Court, Argosy Avenue",FY3 7NF,E,2021-02-12,Flat,48.0,Blackpool,"Flat 9, Argosy Court, Argosy Avenue, FY3 7NF, Blackpool, UK",53.8321127,-3.017376
"178, West Park Drive",FY3 9LW,E,2015-10-08,House,131.0,Blackpool,"178, West Park Drive, FY3 9LW, Blackpool, UK",53.80948679999999,-3.0265611
"30 Kipling Court, Kipling Drive",FY3 9XA,E,2021-07-10,Flat,48.0,Blackpool,"30 Kipling Court, Kipling Drive, FY3 9XA, Blackpool, UK",53.8054455,-3.0055718
"8, Hilton Avenue",FY1 6HF,E,2016-07-10,House,122.0,Blackpool,"8, Hilton Avenue, FY1 6HF, Blackpool, UK",53.7993686,-3.049775
"Ground Floor Flat, 61 Dean Street",FY4 1BP,E,2019-05-06,Flat,33.0,Blackpool,"Ground Floor Flat, 61 Dean Street, FY4 1BP, Blackpool, UK",53.7967018,-3.0506542
